JournalId,PaperId,Rank,Doi,DocType,Genre,IsParatext,PaperTitle,OriginalTitle,BookTitle,Year,Date,OnlineDate,Publisher,ConferenceSeriesId,ConferenceInstanceId,Volume,Issue,FirstPage,LastPage,ReferenceCount,CitationCount,EstimatedCitation,OriginalVenue,FamilyId,FamilyRank,DocSubTypes,OaStatus,BestUrl,BestFreeUrl,BestFreeVersion,DoiLower,CreatedDate,UpdatedDate
162791694,2076919775,22969,10.1644/837.1,Journal,journal-article,f,loxodontomys micropus rodentia cricetidae,Loxodontomys micropus (Rodentia: Cricetidae),NA,2009,2009-07-28,NA,"The American Society of Mammalogists BioOne 21 Dupont Circle, Ste. 800 Washington, DC 20036",NA,NA,837,837,1,11,72,3,3,Mammalian Species,NA,NA,NA,bronze,https://doi.org/10.1644/837.1,https://academic.oup.com/mspecies/article-pdf/doi/10.1644/837.1/24461102/837.pdf,publishedVersion,10.1644/837.1,NA,2021-11-03 23:47:31.356428
162791694,2148760196,23251,10.1644/809.1,Journal,journal-article,f,aethomys ineptus rodentia muridae,Aethomys ineptus (Rodentia: Muridae),NA,2008,2008-06-06,NA,American Society of Mammalogists,NA,NA,809,809,1,7,48,6,6,Mammalian Species,NA,NA,NA,bronze,https://doi.org/10.1644/809.1,https://academic.oup.com/mspecies/article-pdf/doi/10.1644/809.1/24460897/809.pdf,publishedVersion,10.1644/809.1,NA,2021-11-03 23:47:31.356428
162791694,2267648639,22087,10.1093/MSPECIES/SEV013,Journal,journal-article,f,kunsia tomentosus rodentia cricetidae,Kunsia tomentosus (Rodentia: Cricetidae),NA,2016,2016-01-07,2016-01-07,The Oxford University Press,NA,NA,48,930,1,9,34,8,8,Mammalian Species,NA,NA,NA,bronze,https://doi.org/10.1093/mspecies/sev013,https://academic.oup.com/mspecies/article-pdf/48/930/1/7971099/sev013.pdf,publishedVersion,10.1093/mspecies/sev013,NA,2021-11-03 23:47:31.356428
162791694,2796973500,20744,10.1093/MSPECIES/SEY001,Journal,journal-article,f,myrmecophaga tridactyla pilosa myrmecophagidae,Myrmecophaga tridactyla (Pilosa: Myrmecophagidae),NA,2018,2018-04-12,2018-04-12,American Society of Mammalogists,NA,NA,50,956,1,13,56,19,22,Mammalian Species,NA,NA,NA,bronze,https://doi.org/10.1093/mspecies/sey001,https://academic.oup.com/mspecies/article-pdf/50/956/1/24597514/sey001.pdf,publishedVersion,10.1093/mspecies/sey001,NA,2021-11-03 23:47:31.356428
162791694,2892778197,23055,10.1093/MSPECIES/SEY012,Journal,journal-article,f,thylogale billardierii diprotodontia macropodidae,Thylogale billardierii (Diprotodontia: Macropodidae),NA,2018,2018-09-25,2018-09-25,American Society of Mammalogists,NA,NA,50,965,100,108,30,0,0,Mammalian Species,NA,NA,NA,bronze,https://doi.org/10.1093/mspecies/sey012,https://academic.oup.com/mspecies/article-pdf/50/965/100/25803199/sey012.pdf,publishedVersion,10.1093/mspecies/sey012,NA,2021-11-03 23:47:31.356428
162791694,2977250735,22523,10.1093/MSPECIES/SEZ011,Journal,journal-article,f,tomopeas ravus chiroptera molossidae,Tomopeas ravus (Chiroptera: Molossidae),NA,2019,2019-10-01,2019-10-01,Oxford Academic,NA,NA,51,979,70,74,21,1,1,Mammalian Species,NA,NA,NA,closed,https://doi.org/10.1093/mspecies/sez011,NA,NA,10.1093/mspecies/sez011,NA,2021-11-03 23:47:31.356428
162791694,2198780674,22102,10.1093/MSPECIES/SEV012,Journal,journal-article,f,isoodon obesulus peramelemorphia peramelidae,Isoodon obesulus (Peramelemorphia: Peramelidae),NA,2015,2015-12-31,2015-12-30,American Society of Mammalogists,NA,NA,47,929,112,123,69,8,8,Mammalian Species,NA,NA,NA,bronze,https://doi.org/10.1093/mspecies/sev012,https://academic.oup.com/mspecies/article-pdf/47/929/112/8129735/sev012.pdf,publishedVersion,10.1093/mspecies/sev012,NA,2021-11-03 23:47:31.356428
162791694,2799503863,21105,10.1093/MSPECIES/SEY002,Journal,journal-article,f,canis aureus carnivore canidae,Canis aureus (Carnivore: Canidae),NA,2018,2018-04-17,2018-04-17,Oxford Academic,NA,NA,50,957,14,25,85,12,13,Mammalian Species,NA,NA,NA,hybrid,https://doi.org/10.1093/mspecies/sey002,https://academic.oup.com/mspecies/article-pdf/50/957/14/24637140/sey002.pdf,publishedVersion,10.1093/mspecies/sey002,NA,2021-11-03 23:47:31.356428
162791694,3111055927,23561,10.1093/MSPECIES/SEAA007,Journal,journal-article,f,kobus vardonii artiodactyla bovidae,Kobus vardonii (Artiodactyla: Bovidae),NA,2020,2020-12-15,2020-12-15,Oxford University Press (OUP),NA,NA,52,994,86,104,67,0,0,Mammalian Species,NA,NA,NA,bronze,https://doi.org/10.1093/mspecies/seaa007,https://academic.oup.com/mspecies/article-pdf/52/994/86/37929062/seaa007.pdf,publishedVersion,10.1093/mspecies/seaa007,NA,2021-11-03 23:47:31.356428
162791694,3113829302,21255,10.1093/MSPECIES/SEAA011,Journal,journal-article,f,osphranter rufus diprotodontia macropodidae,Osphranter rufus (Diprotodontia: Macropodidae),NA,2020,2020-12-23,2020-12-23,Oxford University Press (OUP),NA,NA,52,998,143,164,162,0,0,Mammalian Species,NA,NA,NA,bronze,https://doi.org/10.1093/mspecies/seaa011,https://academic.oup.com/mspecies/article-pdf/52/998/143/35098136/seaa011.pdf,publishedVersion,10.1093/mspecies/seaa011,NA,2021-11-03 23:47:31.356428
162791694,3173927828,22469,10.1093/MSPECIES/SEAB007,Journal,journal-article,f,litocranius walleri artiodactyla bovidae,Litocranius walleri (Artiodactyla: Bovidae),NA,2021,2021-06-26,2021-06-26,Oxford Academic,NA,NA,53,1005,65,77,74,0,0,Mammalian Species,NA,NA,NA,closed,https://doi.org/10.1093/mspecies/seab007,NA,NA,10.1093/mspecies/seab007,NA,2021-11-03 23:47:31.356428
162791694,2016344915,20782,10.1644/817.1,Journal,journal-article,f,pantholops hodgsonii artiodactyla bovidae,Pantholops Hodgsonii (Artiodactyla: Bovidae),NA,2008,2008-10-09,NA,"The American Society of Mammalogists BioOne 21 Dupont Circle, Ste. 800 Washington, DC 20036",NA,NA,817,817,1,13,70,43,52,Mammalian Species,NA,NA,NA,bronze,https://doi.org/10.1644/817.1,https://academic.oup.com/mspecies/article-pdf/doi/10.1644/817.1/24460995/817.pdf,publishedVersion,10.1644/817.1,NA,2021-11-03 23:47:31.356428
162791694,2123573437,21597,10.1644/858.1,Journal,journal-article,f,peromyscus mexicanus rodentia cricetidae,Peromyscus mexicanus (Rodentia: Cricetidae),NA,2010,2010-05-28,NA,"The American Society of Mammalogists BioOne 21 Dupont Circle, Ste. 800 Washington, DC 20036",NA,NA,42,858,111,118,47,6,6,Mammalian Species,NA,NA,NA,bronze,https://doi.org/10.1644/858.1,https://academic.oup.com/mspecies/article-pdf/42/858/111/8269101/42-858-111.pdf,publishedVersion,10.1644/858.1,NA,2021-11-03 23:47:31.356428
162791694,2888599988,23658,10.1093/MSPECIES/SEY008,Journal,journal-article,f,artibeus fraterculus chiroptera phyllostomidae,Artibeus fraterculus (Chiroptera: Phyllostomidae),NA,2018,2018-08-24,2018-08-24,American Society of Mammalogists,NA,NA,50,962,67,73,39,0,0,Mammalian Species,NA,NA,NA,bronze,https://doi.org/10.1093/mspecies/sey008,https://academic.oup.com/mspecies/article-pdf/50/962/67/25504822/sey008.pdf,publishedVersion,10.1093/mspecies/sey008,NA,2021-11-03 23:47:31.356428
162791694,3161704149,22397,10.1093/MSPECIES/SEAB001,Journal,journal-article,f,corrigendum to platalina genovensium chiroptera phyllostomidae,Corrigendum to: Platalina genovensium (Chiroptera: Phyllostomidae),NA,2020,2020-12-15,2021-05-13,Oxford University Press (OUP),NA,NA,52,995,NA,NA,0,0,0,Mammalian Species,NA,NA,NA,bronze,https://doi.org/10.1093/mspecies/seab001,https://academic.oup.com/mspecies/article-pdf/52/995/e1/37929667/seab001.pdf,publishedVersion,10.1093/mspecies/seab001,NA,2021-11-03 23:47:31.356428
162791694,2067975640,22361,10.1644/823.1,Journal,journal-article,f,carollia subrufa chiroptera phyllostomidae,Carollia Subrufa (Chiroptera: Phyllostomidae),NA,2008,2008-10-09,NA,"The American Society of Mammalogists BioOne 21 Dupont Circle, Ste. 800 Washington, DC 20036",NA,NA,823,823,1,4,17,3,3,Mammalian Species,NA,NA,NA,bronze,https://doi.org/10.1644/823.1,https://academic.oup.com/mspecies/article-pdf/doi/10.1644/823.1/24461013/823.pdf,publishedVersion,10.1644/823.1,NA,2021-11-03 23:47:31.356428
162791694,2158153484,21664,10.1644/839.1,Journal,journal-article,f,bradypus tridactylus pilosa bradypodidae,Bradypus tridactylus (Pilosa: Bradypodidae),NA,2009,2009-07-28,NA,"The American Society of Mammalogists BioOne 21 Dupont Circle, Ste. 800 Washington, DC 20036",NA,NA,839,839,1,9,48,16,18,Mammalian Species,NA,NA,NA,green,https://doi.org/10.1644/839.1,https://zenodo.org/record/5033721/files/source.pdf,submittedVersion,10.1644/839.1,NA,2021-11-03 23:47:31.356428
162791694,2243771259,22174,10.1093/MSPECIES/SEV009,Journal,journal-article,f,nasalis larvatus primates colobini,Nasalis larvatus (Primates: Colobini),NA,2015,2015-12-01,2015-12-01,American Society of Mammalogists,NA,NA,47,926,84,99,119,4,4,Mammalian Species,NA,NA,NA,bronze,https://doi.org/10.1093/mspecies/sev009,https://academic.oup.com/mspecies/article-pdf/47/926/84/8129638/sev009.pdf,publishedVersion,10.1093/mspecies/sev009,NA,2021-11-03 23:47:31.356428
162791694,2736001131,21893,10.1093/MSPECIES/SEX011,Journal,journal-article,f,myotis riparius chiroptera vespertilionidae,Myotis riparius (Chiroptera: Vespertilionidae),NA,2017,2017-07-12,2017-07-12,Oxford University Press (OUP),NA,NA,49,946,51,56,31,5,5,Mammalian Species,NA,NA,NA,bronze,https://doi.org/10.1093/mspecies/sex011,https://academic.oup.com/mspecies/article-pdf/49/946/51/18477088/sex011.pdf,publishedVersion,10.1093/mspecies/sex011,NA,2021-11-03 23:47:31.356428
162791694,2126652658,20277,10.1644/887.1,Journal,journal-article,f,rhinoceros sondaicus perissodactyla rhinocerotidae,Rhinoceros sondaicus (Perissodactyla: Rhinocerotidae),NA,2011,2011-09-26,2012-01-01,American Society of Mammalogists,NA,NA,43,887,190,208,107,34,40,Mammalian Species,NA,NA,NA,hybrid,https://doi.org/10.1644/887.1,https://academic.oup.com/mspecies/article-pdf/43/887/190/8269161/43-887-190.pdf,publishedVersion,10.1644/887.1,NA,2021-11-03 23:47:31.356428
162791694,2625085706,23300,10.1093/MSPECIES/SEX004,Journal,journal-article,f,callosciurus prevostii rodentia sciuridae,Callosciurus prevostii (Rodentia: Sciuridae),NA,2017,2017-06-16,2017-06-16,American Society of Mammalogists,NA,NA,49,945,40,50,47,1,1,Mammalian Species,NA,NA,NA,bronze,https://doi.org/10.1093/mspecies/sex004,https://academic.oup.com/mspecies/article-pdf/49/945/40/17700097/sex004.pdf,publishedVersion,10.1093/mspecies/sex004,NA,2021-11-03 23:47:31.356428
162791694,2970443674,22011,10.1093/MSPECIES/SEZ009,Journal,journal-article,f,dasypus kappleri cingulata dasypodidae,Dasypus kappleri (Cingulata: Dasypodidae),NA,2019,2019-08-27,2019-08-27,Oxford Academic,NA,NA,51,977,51,60,72,2,2,Mammalian Species,NA,NA,NA,bronze,https://doi.org/10.1093/mspecies/sez009,https://academic.oup.com/mspecies/article-pdf/51/977/51/29212425/sez009.pdf,publishedVersion,10.1093/mspecies/sez009,NA,2021-11-03 23:47:31.356428
162791694,2970534542,20589,10.1093/MSPECIES/SEZ004,Journal,journal-article,f,stochomys longicaudatus rodentia muridae,Stochomys longicaudatus (Rodentia: Muridae),NA,2019,2019-08-09,2019-08-09,Oxford Academic,NA,NA,51,974,26,33,48,2,2,Mammalian Species,NA,NA,NA,closed,https://doi.org/10.1093/mspecies/sez004,NA,NA,10.1093/mspecies/sez004,NA,2021-11-03 23:47:31.356428
162791694,2068652583,22297,10.1644/855.1,Journal,journal-article,f,microtus miurus rodentia cricetidae,Microtus miurus (Rodentia: Cricetidae),NA,2010,2010-05-28,NA,"The American Society of Mammalogists BioOne 21 Dupont Circle, Ste. 800 Washington, DC 20036",NA,NA,42,1,75,89,56,4,4,Mammalian Species,NA,NA,NA,bronze,https://doi.org/10.1644/855.1,https://academic.oup.com/mspecies/article-pdf/42/855/75/8269095/42-855-75.pdf,publishedVersion,10.1644/855.1,NA,2021-11-03 23:47:31.356428
162791694,2091689429,21288,10.1644/892.1,Journal,journal-article,f,myotis simus chiroptera vespertilionidae,Myotis simus (Chiroptera: Vespertilionidae),NA,2012,2012-04-09,NA,"The American Society of Mammalogists BioOne 21 Dupont Circle, Ste. 800 Washington, DC 20036",NA,NA,44,892,26,32,34,4,4,Mammalian Species,NA,NA,NA,closed,https://doi.org/10.1644/892.1,NA,NA,10.1644/892.1,NA,2021-11-03 23:47:31.356428
162791694,2561870686,22414,10.1093/MSPECIES/SEW010,Journal,journal-article,f,otospermophilus beecheyi rodentia sciuridae,Otospermophilus beecheyi (Rodentia: Sciuridae),NA,2016,2016-12-15,2016-12-28,Oxford Academic,NA,NA,48,939,91,108,159,8,8,Mammalian Species,NA,NA,NA,hybrid,https://doi.org/10.1093/mspecies/sew010,https://academic.oup.com/mspecies/article-pdf/48/939/91/8701027/sew010.pdf,publishedVersion,10.1093/mspecies/sew010,NA,2021-11-03 23:47:31.356428
162791694,2995408158,24887,10.1093/MSPECIES/SEZ020,Journal,journal-article,f,prionailurus rubiginosus carnivora felidae,Prionailurus rubiginosus (Carnivora: Felidae),NA,2019,2019-12-11,2019-12-11,Oxford Academic,NA,NA,51,986,155,162,24,0,0,Mammalian Species,NA,NA,NA,hybrid,https://doi.org/10.1093/mspecies/sez020,https://doi.org/10.1093/mspecies/sez020,publishedVersion,10.1093/mspecies/sez020,NA,2021-11-03 23:47:31.356428
162791694,3025159441,22781,10.1093/MSPECIES/SEAA002,Journal,journal-article,f,natalus mexicanus chiroptera natalidae,Natalus mexicanus (Chiroptera: Natalidae),NA,2020,2020-05-14,2020-05-14,Oxford Academic,NA,NA,52,989,27,39,90,1,1,Mammalian Species,NA,NA,NA,closed,https://doi.org/10.1093/mspecies/seaa002,NA,NA,10.1093/mspecies/seaa002,NA,2021-11-03 23:47:31.356428
162791694,3191930070,23064,10.1093/MSPECIES/SEAB009,Journal,journal-article,f,synaptomys cooperi rodentia cricetidae,Synaptomys cooperi (Rodentia: Cricetidae),NA,2021,2021-08-02,NA,American Society of Mammalogists,NA,NA,53,1007,95,111,157,0,0,Mammalian Species,NA,NA,NA,closed,https://doi.org/10.1093/mspecies/seab009,NA,NA,10.1093/mspecies/seab009,NA,2021-11-03 23:47:31.356428
162791694,130490185,23952,NA,Journal,NA,NA,tonatia carrikeri allen s round eared bat,Tonatia carrikeri (Allen's Round-Eared Bat),NA,1992,1992-01-01,1992-01-01,NA,NA,NA,407,NA,1,4,0,7,7,Mammalian Species,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-11-04 00:07:59.89108
162791694,1975091787,24346,10.1644/914.1,Journal,journal-article,f,sciurus pyrrhinus rodentia sciuridae,Sciurus pyrrhinus (Rodentia: Sciuridae),NA,2014,2014-12-12,NA,American Society of Mammologists,NA,NA,46,914,88,92,22,0,0,Mammalian Species,NA,NA,NA,bronze,https://doi.org/10.1644/914.1,https://academic.oup.com/mspecies/article-pdf/46/914/88/8269232/46-914-88.pdf,publishedVersion,10.1644/914.1,NA,2021-11-03 23:47:31.356428
162791694,2099120669,22729,10.1644/894.1,Journal,journal-article,f,sciurus stramineus rodentia sciuridae,Sciurus stramineus (Rodentia: Sciuridae),NA,2012,2012-08-21,NA,American Society of Mammologists,NA,NA,44,894,44,50,32,5,5,Mammalian Species,NA,NA,NA,bronze,https://doi.org/10.1644/894.1,https://academic.oup.com/mspecies/article-pdf/44/894/44/8269175/44-894-44.pdf,publishedVersion,10.1644/894.1,NA,2021-11-03 23:47:31.356428
162791694,2105629308,20923,10.1644/840.1,Journal,journal-article,f,mus spretus rodentia muridae,Mus spretus (Rodentia: Muridae),NA,2009,2009-07-28,NA,"The American Society of Mammalogists BioOne 21 Dupont Circle, Ste. 800 Washington, DC 20036",NA,NA,840,840,1,10,102,32,38,Mammalian Species,NA,NA,NA,hybrid,https://doi.org/10.1644/840.1,https://academic.oup.com/mspecies/article-pdf/doi/10.1644/840.1/24461120/840.pdf,publishedVersion,10.1644/840.1,NA,2021-11-03 23:47:31.356428
162791694,2109811091,20713,10.1644/820.1,Journal,journal-article,f,lycalopex gymnocercus carnivora canidae,Lycalopex gymnocercus (Carnivora: Canidae),NA,2008,2008-10-09,NA,"The American Society of Mammalogists BioOne 21 Dupont Circle, Ste. 800 Washington, DC 20036",NA,NA,820,820,1,9,34,39,47,Mammalian Species,NA,NA,NA,bronze,https://doi.org/10.1644/820.1,https://academic.oup.com/mspecies/article-pdf/doi/10.1644/820.1/24460979/820.pdf,publishedVersion,10.1644/820.1,NA,2021-11-03 23:47:31.356428
162791694,2110017395,20293,10.1644/900.1,Journal,journal-article,f,panthera pardus carnivora felidae,Panthera pardus (Carnivora: Felidae),NA,2013,2013-06-12,NA,American Society of Mammologists,NA,NA,45,900,30,48,213,44,54,Mammalian Species,NA,NA,NA,bronze,https://doi.org/10.1644/900.1,https://academic.oup.com/mspecies/article-pdf/45/900/30/8269189/45-900-30.pdf,publishedVersion,10.1644/900.1,NA,2021-11-03 23:47:31.356428
162791694,2124122731,21463,10.1644/912.1,Journal,journal-article,f,microtus cabrerae rodentia cricetidae,Microtus cabrerae (Rodentia: Cricetidae),NA,2014,2014-12-05,NA,American Society of Mammologists,NA,NA,46,912,48,70,163,16,18,Mammalian Species,NA,NA,NA,hybrid,https://doi.org/10.1644/912.1,https://academic.oup.com/mspecies/article-pdf/46/912/48/8269219/46-912-48.pdf,publishedVersion,10.1644/912.1,NA,2021-11-03 23:47:31.356428
162791694,2127677446,21003,10.1644/906,Journal,journal-article,f,mustela felipei carnivora mustelidae,Mustela felipei (Carnivora: Mustelidae),NA,2014,2014-08-08,NA,Oxford University Press,NA,NA,46,906,11,15,7,3,3,Mammalian Species,NA,NA,NA,bronze,https://doi.org/10.1644/906,https://academic.oup.com/mspecies/article-pdf/46/906/11/8269203/46-906-11.pdf,publishedVersion,10.1644/906,NA,2021-11-03 23:47:31.356428
162791694,2137600899,21451,10.1644/915.1,Journal,journal-article,f,sciurus ignitus rodentia sciuridae,Sciurus ignitus (Rodentia: Sciuridae),NA,2014,2014-12-18,2015-07-16,American Society of Mammalogists,NA,NA,46,915,93,100,45,1,1,Mammalian Species,NA,NA,NA,bronze,https://doi.org/10.1644/915.1,https://academic.oup.com/mspecies/article-pdf/46/915/93/8269237/46-915-93.pdf,publishedVersion,10.1644/915.1,NA,2021-11-03 23:47:31.356428
162791694,2147800094,20624,10.1644/875.1,Journal,journal-article,f,tamandua tetradactyla pilosa myrmecophagidae,Tamandua tetradactyla (Pilosa: Myrmecophagidae),NA,2011,2011-05-26,NA,"The American Society of Mammalogists BioOne 21 Dupont Circle, Ste. 800 Washington, DC 20036",NA,NA,43,875,64,74,103,34,40,Mammalian Species,NA,NA,NA,bronze,https://doi.org/10.1644/875.1,https://academic.oup.com/mspecies/article-pdf/43/875/64/8269137/43-875-64.pdf,publishedVersion,10.1644/875.1,NA,2021-11-03 23:47:31.356428
162791694,2160523146,22062,10.1644/897.1,Journal,journal-article,f,oryx callotis artiodactyla bovidae,Oryx callotis (Artiodactyla: Bovidae),NA,2013,2013-03-11,2014-01-01,American Society of Mammologists,NA,NA,45,897,1,11,58,5,5,Mammalian Species,NA,NA,NA,bronze,https://doi.org/10.1644/897.1,https://academic.oup.com/mspecies/article-pdf/45/897/1/8269181/45-897-1.pdf,publishedVersion,10.1644/897.1,NA,2021-11-03 23:47:31.356428
162791694,2530950536,21933,10.1093/MSPECIES/SEW009,Journal,journal-article,f,clyomys laticeps rodentia echimyidae,Clyomys laticeps (Rodentia: Echimyidae),NA,2016,2016-10-14,2016-10-14,Oxford University Press,NA,NA,48,938,83,90,37,7,7,Mammalian Species,NA,NA,NA,bronze,https://doi.org/10.1093/mspecies/sew009,https://academic.oup.com/mspecies/article-pdf/48/938/83/8142889/sew009.pdf,publishedVersion,10.1093/mspecies/sew009,NA,2021-11-03 23:47:31.356428
162791694,2565783054,21102,10.1093/MSPECIES/SEW011,Journal,journal-article,f,lutra lutra carnivora mustelidae,Lutra lutra (Carnivora: Mustelidae),NA,2016,2016-12-30,2016-12-30,Oxford Academic,NA,NA,48,940,109,122,104,11,12,Mammalian Species,NA,NA,NA,bronze,https://doi.org/10.1093/mspecies/sew011,https://academic.oup.com/mspecies/article-pdf/48/940/109/8705687/sew011.pdf,publishedVersion,10.1093/mspecies/sew011,NA,2021-11-03 23:47:31.356428
162791694,2745163509,21482,10.1093/MSPECIES/SEX008,Journal,journal-article,f,lonchorhina marinkellei chiroptera phyllostomidae,Lonchorhina marinkellei (Chiroptera: Phyllostomidae),NA,2017,2017-08-03,2017-08-03,Oxford University Press,NA,NA,49,950,76,80,14,1,1,Mammalian Species,NA,NA,NA,bronze,https://doi.org/10.1093/mspecies/sex008,https://academic.oup.com/mspecies/article-pdf/49/950/76/19314969/sex008.pdf,publishedVersion,10.1093/mspecies/sex008,NA,2021-11-03 23:47:31.356428
162791694,3008396782,20356,10.1093/MSPECIES/SEZ022,Journal,journal-article,f,dasypus septemcinctus cingulata dasypodidae,Dasypus septemcinctus (Cingulata: Dasypodidae),NA,2020,2020-02-21,2020-02-21,Oxford Academic,NA,NA,52,987,1,9,52,1,1,Mammalian Species,NA,NA,NA,bronze,https://doi.org/10.1093/mspecies/sez022,https://academic.oup.com/mspecies/article-pdf/52/987/1/32537330/sez022.pdf,publishedVersion,10.1093/mspecies/sez022,NA,2021-11-03 23:47:31.356428
162791694,2111476639,21671,10.1093/MSPECIES/SEV001,Journal,journal-article,f,myotis yumanensis chiroptera vespertilionidae,Myotis yumanensis (Chiroptera: Vespertilionidae),NA,2015,2015-07-08,2015-06-15,American Society of Mammologists,NA,NA,47,918,1,14,119,4,4,Mammalian Species,NA,NA,NA,bronze,https://doi.org/10.1093/mspecies/sev001,https://academic.oup.com/mspecies/article-pdf/47/918/1/8129520/sev001.pdf,publishedVersion,10.1093/mspecies/sev001,NA,2021-11-03 23:47:31.356428
162791694,2156382338,22110,10.1644/830.1,Journal,journal-article,f,capra ibex artiodactyla bovidae,Capra ibex (Artiodactyla: Bovidae),NA,2009,2009-06-01,NA,"The American Society of Mammalogists BioOne 21 Dupont Circle, Ste. 800 Washington, DC 20036",NA,NA,830,830,1,12,64,13,14,Mammalian Species,NA,NA,NA,bronze,https://doi.org/10.1644/830.1,https://academic.oup.com/mspecies/article-pdf/doi/10.1644/830.1/24461053/830.pdf,publishedVersion,10.1644/830.1,NA,2021-11-03 23:47:31.356428
162791694,2171526382,21728,10.1644/853.1,Journal,journal-article,f,octomys mimax rodentia octodontidae,Octomys mimax (Rodentia: Octodontidae),NA,2010,2010-04-09,NA,"The American Society of Mammalogists BioOne 21 Dupont Circle, Ste. 800 Washington, DC 20036",NA,NA,42,853,49,57,51,10,11,Mammalian Species,NA,NA,NA,bronze,https://doi.org/10.1644/853.1,https://academic.oup.com/mspecies/article-pdf/42/853/49/8269091/42-853-49.pdf,publishedVersion,10.1644/853.1,NA,2021-11-03 23:47:31.356428
162791694,2330686059,22724,10.2307/3504111,Journal,journal-article,f,tonatia evotis and tonatia silvicola,Tonatia evotis and Tonatia silvicola,NA,1989,1989-05-12,NA,NA,NA,NA,NA,334,1,NA,31,28,32,Mammalian Species,NA,NA,NA,closed,https://doi.org/10.2307/3504111,NA,NA,10.2307/3504111,NA,2021-11-03 23:47:31.356428
162791694,3184822569,20923,10.1093/MSPECIES/SEAB008,Journal,journal-article,f,tremarctos ornatus carnivora ursidae,Tremarctos ornatus (Carnivora: Ursidae),NA,2021,2021-07-15,2021-07-15,American Society of Mammalogists,NA,NA,53,1006,78,94,156,0,0,Mammalian Species,NA,NA,NA,closed,https://doi.org/10.1093/mspecies/seab008,NA,NA,10.1093/mspecies/seab008,NA,2021-11-03 23:47:31.356428
162791694,2043942865,23325,10.1644/816.1,Journal,journal-article,f,chiroderma doriae chiroptera phyllostomidae,Chiroderma Doriae (Chiroptera: Phyllostomidae),NA,2008,2008-10-09,NA,"The American Society of Mammalogists BioOne 21 Dupont Circle, Ste. 800 Washington, DC 20036",NA,NA,816,816,1,7,29,0,0,Mammalian Species,NA,NA,NA,bronze,https://doi.org/10.1644/816.1,https://academic.oup.com/mspecies/article-pdf/doi/10.1644/816.1/24460944/816.pdf,publishedVersion,10.1644/816.1,NA,2021-11-03 23:47:31.356428
162791694,2122777010,20748,10.1644/850.1,Journal,journal-article,f,bradypus variegatus pilosa bradypodidae,Bradypus variegatus (Pilosa: Bradypodidae),NA,2010,2010-03-26,NA,"The American Society of Mammalogists BioOne 21 Dupont Circle, Ste. 800 Washington, DC 20036",NA,NA,42,1,19,32,129,33,39,Mammalian Species,NA,NA,NA,bronze,https://doi.org/10.1644/850.1,https://academic.oup.com/mspecies/article-pdf/42/850/19/8269085/42-850-19.pdf,publishedVersion,10.1644/850.1,NA,2021-11-03 23:47:31.356428
162791694,2518548870,24931,NA,Journal,NA,NA,mammalian species oryzomys nelsoni,Mammalian species Oryzomys nelsoni,NA,2003,2003-01-01,NA,American Society of Mammalogists,NA,NA,735,NA,1,2,0,0,0,Mammalian Species,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
162791694,2969119563,22278,10.1093/MSPECIES/SEZ006,Journal,journal-article,f,molossops temminckii chiroptera molossidae,Molossops temminckii (Chiroptera: Molossidae),NA,2019,2019-08-12,2019-08-12,Oxford Academic,NA,NA,51,976,40,50,92,2,2,Mammalian Species,NA,NA,NA,closed,https://doi.org/10.1093/mspecies/sez006,NA,NA,10.1093/mspecies/sez006,NA,2021-11-03 23:47:31.356428
162791694,2013973810,21985,10.1644/824.1,Journal,journal-article,f,peromyscus levipes rodentia cricetidae,Peromyscus levipes (Rodentia: Cricetidae),NA,2009,2009-02-26,NA,"The American Society of Mammalogists BioOne 21 Dupont Circle, Ste. 800 Washington, DC 20036",NA,NA,824,824,1,6,35,1,1,Mammalian Species,NA,NA,NA,bronze,https://doi.org/10.1644/824.1,https://academic.oup.com/mspecies/article-pdf/doi/10.1644/824.1/24461024/824.pdf,publishedVersion,10.1644/824.1,NA,2021-11-03 23:47:31.356428
162791694,2037402985,21528,10.1644/863.1,Journal,journal-article,f,tapirus pinchaque perissodactyla tapiridae,Tapirus pinchaque (Perissodactyla: Tapiridae),NA,2010,2010-07-26,NA,"The American Society of Mammalogists BioOne 21 Dupont Circle, Ste. 800 Washington, DC 20036",NA,NA,42,863,166,182,53,15,17,Mammalian Species,NA,NA,NA,closed,https://doi.org/10.1644/863.1,NA,NA,10.1644/863.1,NA,2021-11-03 23:47:31.356428
162791694,2092990294,21940,10.1644/844.1,Journal,journal-article,f,anoura caudifer chiroptera phyllostomidae,Anoura caudifer (Chiroptera: Phyllostomidae),NA,2009,2009-11-25,NA,Oxford University Press,NA,NA,844,844,1,8,56,10,11,Mammalian Species,NA,NA,NA,green,https://doi.org/10.1644/844.1,https://zenodo.org/record/5033775/files/source.pdf,submittedVersion,10.1644/844.1,NA,2021-11-03 23:47:31.356428
